"","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024"
"5602","(1928,1957]","Male","$50,000 - $74,999","Married (no kids)","Master's Degree","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","No","No","Yes","No","Science","Try first","Yes","No","Yes","No","Giving","Yes","No","Idealist","Yes","No","Hot headed","Odd hours","Yes","Happy","No","Yes","No","No","A.M.","No","Start","Yes","Yes","Me","Yes","Yes","No","Yes","No","TMI","No","Yes","Talk","Technology","No","No","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","Rent","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","No","No","No"
"5603","(1987,1991]","Female","$75,000 - $100,000","Single (no kids)","Current Undergraduate","No","No","No","Yes","No","No","Public","Yes","Yes","No","No","Yes","Yes","Yes","Art","Try first","No","Yes","No","Yes","Giving","No","No","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Me","No","Yes","No","Yes","Yes","TMI","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","No","Yay people!","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No"
"5604","(1928,1957]","Male","over $150,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","Yes","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","Online","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"5605","(1987,1991]","Male","$25,001 - $50,000","Married (no kids)","Master's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","No","No","Idealist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Rent","Optimist","Dad","Yes","No","No","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"5606","(1983,1987]","Male","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","No","No","No","Yes","Yes","No","Private","No","No","No","No","Yes","No","Yes","Art","Try first","No","No","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes"
"5607","(1973,1978]","Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","No","Yes","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","Yes","Talk","Technology","No","Yes","No","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
"5608","(1994,1996]","Male","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","Yes","Yes","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","No","No","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes"
"5609","(1978,1983]","Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Yes","No","No","No","No","No","Private","Yes","No","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Receiving","No","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","No","Start","No","No","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","Yes","Online","Yes","No","No","Yes","Grrr people","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No"
"5610","(1967,1973]","Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","No","Yes","No","No","Mysterious","Yes","No","Tunes","Technology","No","No","No","No","Yes","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes"
"5611","(1967,1973]","Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes"
"5612","(1991,1994]","Female","over $150,000","Single (no kids)","Current Undergraduate","No","No","No","No","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","End","Yes","No","Circumstances","No","No","No","Yes","Yes","TMI","No","No","Tunes","People","No","No","No","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","No","Yes","Yay people!","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Only-child","No","No","No"
"5613","(1967,1973]","Female","$25,001 - $50,000","Single (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","No","Yes","No","Yes","TMI","No","No","Tunes","People","No","Yes","No","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","Yes","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","No","No","Yes","No","No","No"
"5614","(1957,1967]","Female","$50,000 - $74,999","Married (w/kids)","Associate's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","A.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","No","Yes","Mysterious","Yes","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes"
"5615","(1994,1996]","Female","$100,001 - $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","Yes","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","In-person","No","No","No","No","Grrr people","No","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Own","Pessimist","Dad","Yes","No","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","No"
"5616","(1996,2001]","Male","over $150,000","Single (no kids)","Current K-12","No","Yes","No","No","No","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","Yes","Yes","Yes","No","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Demanding","No","Mac","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","No","No","Check!","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes"
"5617","(1987,1991]","Male","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","Yes","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","No","No","Yes","No","Mysterious","Yes","Yes","Tunes","People","Yes","No","No","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Rent","Optimist","Dad","No","No","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"5618","(1957,1967]","Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","No","No","No","Yes","Yes","No","Public","No","No","No","No","No","No","Yes","Science","Study first","No","No","No","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","No","Yes","No","A.M.","Yes","End","Yes","Yes","Me","No","No","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","Own","Optimist","Mom","No","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No"
"5619","(1967,1973]","Male","$100,001 - $150,000","Single (no kids)","Master's Degree","No","No","No","Yes","No","No","Private","No","Yes","Yes","No","Yes","Yes","No","Science","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","A.M.","No","End","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Talk","Technology","Yes","Yes","No","Yes","Yes","Demanding","No","PC","Yes","Risk-friendly","Yes","Umm...","Yes","Socialize","No","In-person","Yes","No","No","Yes","Yay people!","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No"
"5620","(1973,1978]","Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","No","No","No","Yes","Receiving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","No","Yes","TMI","No","Yes","Tunes","Technology","No","No","No","No","No","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes"
"5621","(1987,1991]","Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","No","No","No","No","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","No","No","Yes","Yes","No","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
"5622","(1978,1983]","Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Private","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","No","End","Yes","No","Circumstances","No","Yes","No","Yes","Yes","Mysterious","No","No","Talk","People","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","No","No","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
"5623","(1991,1994]","Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","No","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","Yes","No","Receiving","No","Yes","Idealist","Yes","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","End","No","No","Me","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","Yes","Space","No","In-person","No","Yes","Yes","No","Grrr people","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Rent","Optimist","Mom","No","No","No","Yes","Check!","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes"
"5624","(1928,1957]","Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","Yes","Mysterious","No","Yes","Talk","People","Yes","No","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","No","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
"5625","(1978,1983]","Female","$75,000 - $100,000","Single (w/kids)","Doctoral Degree","No","No","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","No","No","Receiving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","Yes","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","No","No","No"
"5626","(1978,1983]","Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes"
"5627","(1994,1996]","Female","over $150,000","Single (no kids)","Current Undergraduate","Yes","No","No","No","Yes","Yes","Public","No","No","Yes","No","Yes","Yes","Yes","Art","Study first","No","Yes","No","Yes","Receiving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","No","No","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","No","Risk-friendly","Yes","Umm...","Yes","Space","Yes","Online","No","No","Yes","No","Yay people!","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","No","No","No","Yes","Yes","No","Yes"
